JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
Group Revenue Analyst,Staycity Group,Dublin,8 days ago,2021-01-22,"Develop, maintain and analyse production reports as needed to provide business performance reviews, hotel pricing results, mix of business optimization studies,…",,https://ie.indeed.com/company/Staycity/jobs/Group-Revenue-Analyst-59e76ae3c9f5b65f?fccid=e242e3083692ff12&vjs=3
Lead Commercial Data Scientist,Indeed,Dublin,14 days ago,2021-01-22,Experience analyzing large data sets with quantitative modeling experience. Communicate across the organisation the value of analytics to inform sound decision…,"€71,000 - €103,000 a year",https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BASawuOzENYkBNfqYjUW0wpYO1p9_rWHDHWYbDfroXSVwzZfoZlGJP1VfLUyTeUtA1qghCb_dKh_rDWLCk-2aelZmkb3SsfpetYw3CQXUYd4QMQHHTnWFN4py5N45In4zKxmErSY9WN1CeermTMnopZhEz9RtLqoZipl_28VehLSGnbrknL9V-IY668HgGpgDaRbrIp9st7Ao19rVxF7dwRsB3iZdbSS-_gRK3DhHUAD2nkSSqHdZgKnYPL9YCNkR31oisPzV7IKTKtsc1wFM1rC3jm_lRbV6_R5DZXyvfQO0hiZdrNEUAUjRcxLZRS40Pfpes6SJQ1NZH-c9H-ysl_VXa4aOMIfha92qhMqZfvJ-JUyalDtZFfCnxlkf5jnLVOWW12f4vgil5yLtEOc6zwBrGSahMbuutNRKgEREYtgcu7XNXpIN7G2UAg5Ozp9bNB1aSYH3v1vP41rlNPv6qRKvxBWDU5E0=&p=12&fvj=0&vjs=3
Senior Marketing Manager,ID-Pal,Dublin,20 days ago,2021-01-22,"Strong analytical and data management skills (familiar with Google Analytics, Hubspot / CRM systems). ID-Pal is a B2B company focused on providing businesses…",,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DgUJ9mwaChVd3qsE3gj3JBgOlEHTtsgx9KT5KfV1EFr0DV6KGO08sRUwtnLqRK9JnhShOsYtLR-xDUtgUWgUqGcioFC1cQVjE-x0f0i4xolguDon6Sdlamj6ax-5VpNfKZJ1zqbaDbFCM6R-lh2c1nzXZZMX69kTL7BJOGrNEySZBk03x_WAOd4mbtNSqELyU0MmU0jfPmxiwt3g6ywK8TXstbRUGL_nCnY5WkqpUV4upjbvtRQX0LLy0EHgKQ3nIBd24dDPJE_rOshgdxVrIloXX2--O_aKsK1Gfk20pHG_IeiqbKJt9Psbl4mDCH5OK8g93tP_1tf1Hd4MgHXxfC6kBOFOAot6YXSQ7h9TJrdDPJ_P7vBbtAUj1OhiRxdoA_eMV6VHI746iKw7j0I5-o9C42epoGr3SvaAdYR6rLFS2BQJkVon65cfBx7DBsI-ipykGaHCAxXRdpd9z91Ki-&p=13&fvj=1&vjs=3
Data Engineer - zDirect (Marketplace),Zalando Ireland Ltd.,Dublin,30+ days ago,2021-01-22,"Experience doing data analysis with SQL. Designing, developing, and operating robust data integration pipelines to provide high-quality datasets for business…",,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ADl5gbPoHEwlCIPoer3Nv39ngWYxTyCz-Q5e5dOYq4vqVOecDgrBOMCVXcJKifi2zgripz6R7XvASdyjuL11VN353Y-JQDHl4aeUT1icTGZgVhDBdQukA3k5jHMBQvERP_eHHImUSFYIyTtSXBBmSj-zqqgvMgwlYGgRG4uie_dpRbGKYc6aV9l6x-6tPW7Cgl3kqPlyDtsArptYkUNBUOvF3iY4gXxH1BDyM2z2EXF704opN-Jf11huff_sgzFSi7xUopdQ50gyDH-aF1ZAKAxN6nf0E0yqyL7jq_16UM4pmcRG1HosN8xZmY_Ni2Jc6D6-kUJ107G-6RcyANS93mkAOUloTBORnIFKMQfRWKK2BNtR4jow4t5ZZ8XDKtLlV9NAA_7tSp5Mnx84GS1R9CIhLM8dR7_Xw=&p=14&fvj=0&vjs=3
"Google Analytics & Tag Manager Consultant - GA, GTM, BigQuery & Data Studio",adaptive - performance marketing & analytics,Dublin,9 days ago,2021-01-22,"We specialise in digital analytics, PPC advertising and conversion rate optimisation. Project manage account analytics efforts setting company-wide best…","€40,000 - €50,000 a year",https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dv-PqD4HyuFq0biAdvu2mhIJ4rAnhZJmqoelUZfTp_DNeHkITYrUa6kwPSSaZn3EG-q43uNHo6R5V2WEwGg3hZaigSKsCmgjmQ1Omp1k0wVevhbEibcg6TJ_vPtQLsfLdn5lhz9ZmLiCzxI9deXrLdKO8nVl32I8yaMXOqlJLFLU13Sqn5pB7oQpjkeozznaCQhJgDzDEUFjYCru_eqjmds3zUXQf0v2TI9Kl9_eeYZlsCOhO2MuY8VkD0C9t2ATsIZZ303oyQsPvrKZ7vQtGTnWgi0vQBAdbHkLbPVXXHHGLUn-e1YHKLFRJTa44-2e0uH5M4r6HjKUgeN_2HANeMqvCWiOIMlacr42gePJjMm03_cIdryn6L2gC3-lAtPOsSsYzjuR1QkQglI6EDQkerVwXfPDQpjt8wkfylrzMZjKyqLnmC-pHrJhyXL8XfXBu_VRisU9Opk2dYDiNx5FOlDuHpwoDuvsdDjlsdpH32tqRh-bPLptZ-n4MPBr8M8gFbJGXNQ26deQ==&p=15&fvj=1&vjs=3
Video Journalist,Independent News & Media,Dublin,1 day ago,2021-01-22,A knowledge of internet analytics and SEO is desirable. Use data from many different sources to help generate ideas and identify subjects that will interest our…,,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D9q3J2GmAGBlQ2nHwKm7gbaRyYs3WHXUw75d_YHaZDhbUbXVXd6uZbwuHkyJopqr_Tof56EVbnLt1U6EEU-qEKj_zSk6_iOhIU-rrZg7URsCcwNjSzbUlNOIRCOY3JwQhYEeLclq4_19Bs9t9WDi8dSGkNx-34q5yBcwBIrMaok3r54AKO8NCoSW22hKM8Oske4l7_pKCstLvDEvJerGnRve3aRAr0nc0FgeFIba3XASOTyhfg6202BQ6MM0h_P7_IySm-aa_nOOMdPHfK3N4qIwxgWyHSDjDc7Nchf5JOiNn-KFBuVRnisUPLQOdxM-btmNs-st1fwyighRF1nHefCubF56PbqVTa8_YZnAjIFpOBrR_gmXtqf6dNNjszu5LGpI8LWRbIKuMcyVWuSDyMdi3pFjncEmCUxvHfQuhR5-4Iumd7THOPA2ANWNI_8Bcpt4eLCtoPueYnCYIfVMeRV1UKYuYUPfVJfRxYU3T8pUtOe6VD9cWrxwZ7hYvkaUWDNa8St4C_PpV8ge8RHmebnFH7CvYIneqZg97Emqk7BhB96pMbNwohO5-OqsPzA-ixWWQ_q34CfZqwNz5GjMO72IAElcgXIMBX94uKg_6I6N607r9UyCuh&p=16&fvj=0&vjs=3
Marketing Executive,PROVIDENT C.R.M.,Dublin,8 days ago,2021-01-22,"Familiarity with social media and web analytics. Good understanding of market research techniques, data analysis and statistics methods.",,https://ie.indeed.com/rc/clk?jk=a72937fb94d2c76a&fccid=1e9b3e71293423cb&vjs=3
"Risk Analyst, Enterprise Risk",BNY Mellon,Dublin,30+ days ago,2021-01-22,"Implements standard projects focused on ongoing management/maintenance of the enterprise-wide risk management frameworks that establish policies, protocols and…",,https://ie.indeed.com/rc/clk?jk=945ffcf376d5cb21&fccid=b4048be2884af072&vjs=3
AI/ML Scientist,General Motors,Limerick,30+ days ago,2021-01-22,"Modeling data abstractions employing multiple non-linear mathematical and statistical modeling approaches. Applying machine learning methodology, with emphasis…",,https://ie.indeed.com/rc/clk?jk=d9b8349322b373e6&fccid=116680a29a847a70&vjs=3
Senior Software Engineer,Dun & Bradstreet,Dublin,30+ days ago,2021-01-22,"You’re able to prioritize well, communicate clearly and bring an analytic approach to producing innovative solutions. Why We Work at Dun & Bradstreet.",,https://ie.indeed.com/rc/clk?jk=feb0e749dbe64f6f&fccid=fa0ca3b638673d62&vjs=3
Operations Analyst,Mediolanum International Funds Limited,Dublin,30+ days ago,2021-01-22,"Data – Good understanding of data and its use as an asset to the business. Pivot tables, lookup formulae, data filters and other complex formulae), MS Word.",,https://ie.indeed.com/rc/clk?jk=42e381920e3e0352&fccid=5fe576c1c34a75fd&vjs=3
Data Architect,Salesforce,Dublin,30+ days ago,2021-01-22,We are looking for an enthusiastic Solutions Architect to join our Enterprise Data Services (EDS) team and own application architecture for a complex portfolio…,,https://ie.indeed.com/rc/clk?jk=9facc5fd76a21f82&fccid=4027cfd917e1ee29&vjs=3
Scrum Master,Equifax,Dublin,9 days ago,2021-01-22,"Equifax is a global data, analytics, and technology company. We blend unique data, analytics and technology with a passion for serving customers globally, to…",,https://ie.indeed.com/rc/clk?jk=6f1b00276a240a90&fccid=34c446722f3cf576&vjs=3
Social Media and Marketing Assistant,NL,"Clonmel, County Tipperary",Just posted,2021-01-22,Recommending and implementing changes and improvements based on data insights. Our company is seeking an enthusiastic Social Media & Marketing Person to join…,,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B3j_4v8_LrkkZL8AdvxFRlJsiFiRsqPvRcVY-C-fXHo3y4kdFnFzOpH9dcLWGtKTCZHuAA2Wx0-iqatMfFIS_AwObXw4i6LqaWzKIrUFT8jJubR_15F6NQXW1fMsUwItHXzHfHoHoXEkXtlgfI_m3U94lMZULOnehD1FmLp-c8JpXEysKY8tXihva04G6wwo_vG2HkUTC11qnU2I6uEzjCjJyIDRdEl2iqM1Uwc8uKaOHezc96bkDme51RzMXd9o02LT00gn2CE-hXDrzWuD5ZoxokeH3EgkpmqyoSmR0PtklOiZz-ftxZGsoj5JCbFINP0sgVPEZkPn0VP9Ibed5oxlW-_cQ0QeWmlB8hIG5ldhaU6CiY3tPaOzd4WWp5G2y7d4baFpxB13b1-ym0dV2jx3chC2Duz7zH__DlvmNOavXHUsMBEAimfv3XsG4FAa-bBGsfRPZaGpZPBGu_9-Gl&p=7&fvj=1&vjs=3
Supply Chain Analyst,CUBIS Systems,Roscommon,3 days ago,2021-01-22,§ Previous experience in costing & analytics. Ensure the systems data is correct and accurate and reflects the customer and business requirements.,,https://ie.indeed.com/company/Cubis-Systems/jobs/Supply-Chain-Analyst-26ba1c0f25de6d4b?fccid=c921d90686e2f532&vjs=3
Data Analyst/ Senior Data Analyst,Barden,Cork,30+ days ago,2021-01-22,Helping clients to build their infrastructure to ensure clean data is collected adhering to data security and privacy requirements and standards.,,https://ie.indeed.com/rc/clk?jk=ac61659892c41216&fccid=214c1aee7aa71aff&vjs=3
Startup Accounts Coordinator,Web Summit,Dublin,30+ days ago,2021-01-22,"Whether your passion is for analytics, processes, building relationships or acquiring new clients, we have a place for you. We’re just getting started.",,https://ie.indeed.com/rc/clk?jk=81c78e14ff170a30&fccid=753376366828aaad&vjs=3
In-House Finance and Investment Manager,Mint Selection,Dublin,30+ days ago,2021-01-22,"Finance & Investment Manager sought by international Solar Power Producer. Operating in all major global regions (10+ hubs), our client own and operate 100’s of…",,https://ie.indeed.com/rc/clk?jk=d67e1977b2c59dfb&fccid=4d3a0dd1e2fd36ea&vjs=3
"Senior Product Designer, Analytics",Workday,Dublin,30+ days ago,2021-01-22,"Our analytics products sit at the junction of inspiring design problems: data visualization, complex workflows, cross-team collaboration. What’s in it for you.",,https://ie.indeed.com/rc/clk?jk=79183f3f2f5f3728&fccid=9ac45d217f8342a1&vjs=3
Finance & Strategy Manager - International,Square,Dublin,13 days ago,2021-01-22,Experience with SQL and data visualization tools (Looker). You will evaluate our performance; report the performance; identify any risks or opportunities…,,https://ie.indeed.com/rc/clk?jk=2507ecb6bab92a95&fccid=09abad886b83c501&vjs=3
Safety Operations Specialist,IQVIA,Dublin,13 days ago,2021-01-22,Receive and document incoming telephone calls or emails from investigative sites or other sources reporting Lifecycle Safety data.,,https://ie.indeed.com/rc/clk?jk=adfeb1851a7647b8&fccid=6b7a1dfe07e7f037&vjs=3
Content Editor (Sweden),Gambling.com Group,Dublin,Today,2021-01-22,"Optimize copy and data within content created using knowledge of SEO and internal company SEO teams, persuasion or branding, depending on the occasion.",,https://ie.indeed.com/rc/clk?jk=b8fffc75a51d24f6&fccid=35e7ded440219417&vjs=3
In Process Control Associate â€“ (Graduate role - 18 months FTC),Regeneron,Limerick,30+ days ago,2021-01-22,"Collates and analyses data from development studies, process validation and characterisation studies, historical process data, investigative findings and…",,https://ie.indeed.com/rc/clk?jk=02882b5e640ddc63&fccid=f042b91ff3f82696&vjs=3
Digital Sales Representative - Norwegian,Microsoft,Dublin,13 days ago,2021-01-22,"Digital Sales is at the forefront of establishing a new sales model leveraging modern technology, big data and analytics to drive impactful demand response and…",,https://ie.indeed.com/rc/clk?jk=b0aada463a36c77c&fccid=734cb5a01ee60f80&vjs=3
Senior Business Analyst,SoftCo,Dublin,30+ days ago,2021-01-22,"You will be responsible for key marketing analytics, both data and social, and market research to support our business development activities.",,https://ie.indeed.com/rc/clk?jk=907bdb64c4438b33&fccid=f2c9481c6fe08fbe&vjs=3
Data Scientist â€“ (Process Sciences),Regeneron,Limerick,30+ days ago,2021-01-22,"Analyse data sources and develop strategies and solutions for data acquisition, aggregation and reporting. Issue knowledge base reports summarising conclusion…",,https://ie.indeed.com/rc/clk?jk=f467cfce43e7d033&fccid=f042b91ff3f82696&vjs=3
Assistant Manager,Hanami International,Dublin,30+ days ago,2021-01-22,"Partner with dedicated data analytics team to drive innovation and optimization of the firm's global statutory audit strategy through data enablement, capture,…","€52,000 - €55,000 a year",https://ie.indeed.com/rc/clk?jk=543ac457347d3411&fccid=196b9ff5a6812c23&vjs=3
Digital Project Manager,Total Digital,Dublin,6 days ago,2021-01-22,Maintain project information (project controls) within a structured filing system providing easily retrievable project data and historical records of critical…,"€40,000 - €55,000 a year",https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DLIqk6aEfKOrsOD0AMdVYsPmHouV7T_5wchYAHyVixi55yWQXlg9zjMYg7nB4GXFugWZHA5koQlu0yCOZL227oyRNMH9Mqkv9mAXjiEenudR1rpdVGPO70VSh8bE2L0oRoBwoNULPCdAH0ixxI-C0hht3oQSl443hh7nTHjbFVl_wjXRZwSekobBRQoaQH71pQFfCh3iQMJ1SjFcq9HSFS0Q6C7RdJeecz5JwCYK0ovXAwFbFRqcpj9ecsy2Sk78QpEnPKe6c5X3YY_fLm-R0igv479fvqq4VUjLyQXs0j6-bnQlc130qKqYa5wbZregeu-uNJSR3syzw1PUL4-q8HLpmCBQBY5p70YHGT0X-PKab4yaZ1nbZpEdHm2Yfo4lk_9m3TWmH93QQBs6Z0BBaGDQgdSN12diJ11jJiX2Kb2aC0Zn1WcbF4lRhOaVUatVBsAY_LDyvZpg==&p=6&fvj=1&vjs=3
"Design (UX) Researcher - Dublin, Ireland","Guidewire Software, Inc.",Dublin,3 days ago,2021-01-22,"Guidewire combines core, data, digital, analytics, and AI to deliver our platform as a cloud service. Use third-party, market research, analytics, and user…",,https://ie.indeed.com/rc/clk?jk=e45ce1bb7f968b47&fccid=be90d89fb010b0bf&vjs=3
Execution Trader,Elevate Partners,Dublin,6 days ago,2021-01-22,Support Global Trading and partners in terms of information flow and data requests. Work with internal IT and analytics groups to enhance systems and trading…,,https://ie.indeed.com/rc/clk?jk=da7272ca78d49133&fccid=ac0a16a6c2883461&vjs=3
Client Operations Analyst,CPM,Dublin,15 days ago,2021-01-22,Conduct data manipulation and develop analytics to identify trends and insights that can positively influence delivering program KPIs.,,https://ie.indeed.com/rc/clk?jk=98ca1db71d045b87&fccid=d4b7b3d2a8d3791d&vjs=3
Social Media and Marketing Assistant,NL,"Clonmel, County Tipperary",Just posted,2021-01-22,Recommending and implementing changes and improvements based on data insights. Our company is seeking an enthusiastic Social Media & Marketing Person to join…,,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B3j_4v8_LrkkZL8AdvxFRlJsiFiRsqPvRcVY-C-fXHo3y4kdFnFzOpH9dcLWGtKTCZHuAA2Wx0-iqatMfFIS_AwObXw4i6LqaWzKIrUFT8jJubR_15F6NQXW1fMsUwItHXzHfHoHoXEkXtlgfI_m3U94lMZULOnehD1FmLp-c8JpXEysKY8tXicLQexo4_MB51pfkjApCq0ohjIdUhN2mOAstegrHFBwKuU8-4RkpyC3dIJs_T0UR-dKWQNA6iQrHfYA9Bh1_i1OgbFkWFKqOl_JgEgD0NRQKn5v7REawl5Op8tzH7vDJzNMh5w2ZRSUiPYt7LNGbLhxIuEzNZfhuCyiuorbb0Fng2VJMRBY3_mDAboVAPHRGSigWbfsRuMF_Z_Gu3W6bD-bqUN1H8r4952uetXPSqPcbJJg6UvzcWFQsPLSSW6ck0lfuQi1lwpe5oT1CLsDoyGpltBpXk2UVz&p=10&fvj=1&vjs=3
Data Engineer,realTime,Dublin,8 days ago,2021-01-22,"Seeing large growth across its IT & Data division, my client is now looking to speak with experienced Data Engineers with a strong knowledge of MS Azure.","€50,000 - €70,000 a year",https://ie.indeed.com/rc/clk?jk=36c2cc43371dc3b2&fccid=9b191fb564a58e36&vjs=3
Head of Financial Risk Reporting,Mediolanum International Funds Limited,Dublin,30+ days ago,2021-01-22,"Experience with one or more of Bloomberg, MSCI risk analytics, or MYSIS Fusion Invest is a distinct advantage. Excellent verbal, written and numeric skills.",,https://ie.indeed.com/rc/clk?jk=fed38ea842702ea9&fccid=5fe576c1c34a75fd&vjs=3
Decision Scientist – Channel Strategy,PayPal,Dublin,30+ days ago,2021-01-22,These models are developed by our partners in the core data science teams. 3-5 years of professional experience in solving problems using data-driven approach.,,https://ie.indeed.com/rc/clk?jk=b5631be8fefb336b&fccid=978d9fd9799d55a8&vjs=3
Non Life Actuarial Manager - Dublin,PwC,Dublin,30+ days ago,2021-01-22,Excellent IT/software/programming skills - we’re data obsessed and we base our advice on our data analysis skills. We have never been busier!,,https://ie.indeed.com/rc/clk?jk=b3e0fad14cffeda3&fccid=5e964c4afc56b180&vjs=3
Client Coach,Symphony RetailAI,Dublin,2 days ago,2021-01-22,Manage the coordination of analytic support services. The role of customer loyalty data is evolving and Symphony RetailAI is a global leader in retail analytics…,,https://ie.indeed.com/company/Symphony-Retail-A/jobs/Client-Coach-ecac9eae625340e3?fccid=daae527decc1241a&vjs=3
Customer Experience Consultant,TransUnion UK,Cork,3 days ago,2021-01-22,"TransUnion UK provides the data, analytics and software that enable businesses to build more valuable customer relationships. What’s in it for you?",,https://ie.indeed.com/rc/clk?jk=a9de358a10b91a28&fccid=5b06b1ccad5be38d&vjs=3
Finance Business Analyst,Penneys,Dublin,30+ days ago,2021-01-22,Some experience with leveraging data analytic technologies. Demonstrate an understanding of the requirements for integrations and data transformation in a…,,https://ie.indeed.com/rc/clk?jk=5dc48711cd5d5a4f&fccid=909e8aea2791d782&vjs=3
Social Media and Marketing Assistant,NL,"Clonmel, County Tipperary",Just posted,2021-01-22,Recommending and implementing changes and improvements based on data insights. Our company is seeking an enthusiastic Social Media & Marketing Person to join…,,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B3j_4v8_LrkkZL8AdvxFRlJsiFiRsqPvRcVY-C-fXHo3y4kdFnFzOpH9dcLWGtKTCZHuAA2Wx0-iqatMfFIS_AwObXw4i6LqaWzKIrUFT8jJubR_15F6NQXW1fMsUwItHXzHfHoHoXEkXtlgfI_m3U94lMZULOnehD1FmLp-c8JpXEysKY8tXiBYvuLj7t3q71WA0vNXyT8C-5JYufHowm-AcFeUxUdNqf_7XBxdzi033WejzS7NMfRZ3eImlBoUhdhI2tXjjLAmSB12R-D1aW6yVjI1R0dyyRohbiRQNQOmF6tYfFMbxhakKs-RXWMrx4oZ6iSK_-qP1XLTrqUhAzH76fSFxMQU5QeWgSXLFM1-p79pf1LPhc95gMx8Qn04K_wDpfVjgklPK2koE_x_UioW7mUwLUbZpuo1uAAi63VLSrbW9aQPzzer5mGi97k1Y8VnEk8y9HN30s7JgmuILU&p=3&fvj=1&vjs=3
Quality Specialist,Genuity Science,Dublin,30+ days ago,2021-01-22,"The company operates an advanced CAP genomics laboratory in Dublin, Ireland and is deeply committed to data stewardship and data governance across its global…",,https://ie.indeed.com/rc/clk?jk=9f487deb49b8807b&fccid=a1282780d4d785a0&vjs=3
Senior Data Scientist,Reperio Human Capital,Dublin,30+ days ago,2021-01-22,Strong experience working with large complex data sets. Data expert - minimum of 4 years' experience in a data-driven environment with a track-record of high…,"€90,000 - €110,000 a year",https://ie.indeed.com/rc/clk?jk=c8ce334cb20b3552&fccid=79d95b1544240a36&vjs=3
